Industry,Location,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Experience_Years,Productivity_Gain_Percent
Media,Brazil,Midjourney,578.0,17.0,7.0,70.28
Finance,Germany,Midjourney,1834.0,4.0,4.0,57.66
Retail,Australia,Tableau,1066.0,11.0,0.0,45.89
Education,Germany,TensorFlow,452.0,15.0,8.0,65.17
Finance,Australia,Notion AI,,3.0,2.0,52.03
Finance,UK,TensorFlow,1189.0,9.0,0.0,53.21
Healthcare,,Tableau,1465.0,7.0,4.0,57.94
Technology,Germany,Salesforce Einstein,2123.0,8.0,6.0,67.56
Retail,Japan,Midjourney,18623.0,10.0,2.0,65.36
Education,Canada,Tableau,297.0,9.0,3.0,43.78
Finance,Canada,Salesforce Einstein,8615.0,14.0,5.0,65.5
,US,Notion AI,1527.0,14.0,3.0,56.53
Finance,India,Notion AI,984.0,19.0,7.0,64.05
Education,Brazil,Tableau,716.0,18.0,8.0,55.68
Retail,US,Notion AI,2127.0,6.0,1.0,49.56
Technology,India,,378.0,10.0,,47.42
Education,Japan,ChatGPT,302.0,16.0,1.0,52.98
Retail,Canada,TensorFlow,1197.0,16.0,3.0,53.56
Legal,Brazil,GitHub Copilot,2178.0,9.0,1.0,47.82
Media,UK,GitHub Copilot,6614.0,15.0,7.0,72.24
Education,UK,Midjourney,325.0,5.0,1.0,58.08
Healthcare,Canada,ChatGPT,1914.0,14.0,3.0,58.38
Manufacturing,UK,ChatGPT,278.0,11.0,2.0,50.94
Healthcare,UK,Tableau,5195.0,12.0,3.0,61.29
Finance,Canada,Salesforce Einstein,969.0,10.0,2.0,55.11
Retail,US,Tableau,737.0,12.0,6.0,57.13
Finance,Germany,Midjourney,1469.0,11.0,8.0,68.29
Legal,Canada,GitHub Copilot,484.0,14.0,2.0,62.31
Finance,Australia,Tableau,373.0,7.0,2.0,40.31
Retail,UK,Salesforce Einstein,8651.0,10.0,8.0,71.1
,UK,Tableau,545.0,18.0,0.0,49.27
Healthcare,Germany,Notion AI,,7.0,7.0,49.36
Retail,Brazil,ChatGPT,5897.0,6.0,1.0,52.22
Manufacturing,US,Salesforce Einstein,719.0,9.0,5.0,50.81
Healthcare,Brazil,Midjourney,,10.0,4.0,54.54
Education,UK,ChatGPT,1089.0,14.0,4.0,
Finance,US,Tableau,4427.0,15.0,7.0,64.37
Legal,Germany,Salesforce Einstein,537.0,13.0,6.0,57.9
Healthcare,UK,Jasper,707.0,10.0,7.0,57.5
Legal,Brazil,Salesforce Einstein,571.0,5.0,4.0,45.28
Media,US,Jasper,657.0,14.0,11.0,74.54
Finance,Germany,Midjourney,488.0,7.0,0.0,49.73
Media,US,TensorFlow,342.0,12.0,4.0,59.56
Healthcare,UK,Salesforce Einstein,500.0,19.0,0.0,55.28
Healthcare,Brazil,Jasper,1521.0,15.0,2.0,64.3
Healthcare,Brazil,Notion AI,116.0,9.0,5.0,46.35
Legal,US,Jasper,1100.0,11.0,0.0,49.27
Finance,Japan,TensorFlow,157.0,11.0,4.0,58.92
Retail,Germany,Salesforce Einstein,1270.0,2.0,6.0,52.55
,UK,GitHub Copilot,507.0,13.0,0.0,43.46
Technology,UK,Jasper,498.0,16.0,3.0,55.93
Media,US,TensorFlow,10621.0,8.0,7.0,67.76
Technology,UK,Jasper,338.0,15.0,1.0,55.22
Healthcare,US,Midjourney,6003.0,16.0,2.0,63.55
Finance,US,TensorFlow,976.0,11.0,3.0,56.87
Manufacturing,US,TensorFlow,645.0,14.0,7.0,59.32
Finance,Canada,GitHub Copilot,468.0,13.0,2.0,
Finance,,Tableau,2274.0,9.0,6.0,58.04
Legal,Brazil,ChatGPT,28.0,11.0,2.0,40.76
Finance,India,Tableau,154.0,7.0,0.0,40.69
Technology,UK,Midjourney,98.0,8.0,4.0,60.19
Education,US,GitHub Copilot,1175.0,9.0,4.0,50.74
Retail,Japan,GitHub Copilot,663.0,10.0,1.0,47.06
Healthcare,Japan,GitHub Copilot,884.0,13.0,1.0,54.69
Technology,India,TensorFlow,1429.0,9.0,4.0,62.82
Manufacturing,Canada,Notion AI,968.0,10.0,0.0,40.03
Education,Australia,Tableau,717.0,12.0,7.0,55.7
Technology,Australia,Midjourney,207.0,9.0,2.0,55.0
Retail,Australia,Notion AI,1305.0,13.0,6.0,55.1
Media,Brazil,GitHub Copilot,859.0,13.0,3.0,65.4
,UK,ChatGPT,3710.0,10.0,5.0,55.97
Education,Canada,ChatGPT,1572.0,9.0,3.0,55.47
Media,Germany,Salesforce Einstein,438.0,12.0,0.0,48.87
Retail,Canada,ChatGPT,671.0,5.0,2.0,50.29
Technology,Canada,Midjourney,19440.0,14.0,2.0,81.33
Legal,Canada,Tableau,5148.0,13.0,1.0,48.83
Retail,US,TensorFlow,959.0,11.0,2.0,50.02
Finance,US,Tableau,1437.0,9.0,2.0,60.26
Finance,India,Midjourney,3302.0,11.0,2.0,68.05
Retail,India,Notion AI,771.0,7.0,4.0,47.95
Retail,Germany,,178.0,9.0,0.0,41.99
Manufacturing,Germany,ChatGPT,158.0,8.0,8.0,56.85
Media,Canada,Midjourney,2093.0,9.0,2.0,60.56
Finance,Australia,Salesforce Einstein,84.0,12.0,4.0,59.01
Finance,Brazil,Salesforce Einstein,123.0,21.0,6.0,67.13
Retail,Brazil,Jasper,,10.0,4.0,39.95
Finance,Canada,GitHub Copilot,1309.0,16.0,2.0,58.91
Healthcare,Australia,GitHub Copilot,1167.0,5.0,3.0,57.64
Education,Brazil,Midjourney,1943.0,13.0,5.0,62.18
Finance,India,Tableau,3994.0,9.0,1.0,61.01
Technology,Japan,Jasper,454.0,7.0,5.0,61.3
Technology,India,Tableau,1214.0,20.0,4.0,65.68
Media,UK,Jasper,425.0,10.0,3.0,61.03
Retail,Australia,GitHub Copilot,1553.0,16.0,8.0,62.73
Education,India,TensorFlow,754.0,10.0,6.0,
Retail,UK,Tableau,1246.0,15.0,5.0,51.74
Legal,India,Midjourney,1035.0,10.0,4.0,51.31
Legal,Brazil,TensorFlow,368.0,12.0,3.0,54.11
Manufacturing,Japan,TensorFlow,156.0,13.0,2.0,51.88
Healthcare,Australia,Notion AI,7295.0,,,57.05
Media,Australia,ChatGPT,6413.0,8.0,6.0,62.99
Healthcare,UK,Notion AI,3673.0,10.0,4.0,58.86
Healthcare,US,Midjourney,2121.0,7.0,0.0,60.0
Media,India,Tableau,723.0,11.0,6.0,59.37
Healthcare,UK,Midjourney,4739.0,10.0,1.0,61.26
Retail,Germany,TensorFlow,310.0,16.0,0.0,49.03
Media,Japan,GitHub Copilot,858.0,21.0,4.0,70.63
Technology,UK,TensorFlow,1517.0,14.0,9.0,76.01
Retail,Canada,Salesforce Einstein,35.0,,2.0,39.03
Education,US,GitHub Copilot,1869.0,11.0,4.0,62.75
Finance,Brazil,Midjourney,708.0,13.0,2.0,72.04
Technology,Australia,ChatGPT,13716.0,14.0,4.0,74.9
Media,UK,Midjourney,2919.0,7.0,0.0,57.24
Legal,UK,Midjourney,115.0,8.0,0.0,41.95
Retail,UK,ChatGPT,1428.0,13.0,0.0,56.25
Finance,Brazil,Jasper,733.0,8.0,6.0,60.83
Manufacturing,Australia,Midjourney,,7.0,5.0,46.21
Retail,UK,Salesforce Einstein,845.0,10.0,0.0,47.86
Healthcare,Japan,TensorFlow,424.0,9.0,1.0,44.94
Media,Japan,Salesforce Einstein,195.0,12.0,0.0,51.54
Finance,US,Midjourney,141.0,8.0,0.0,50.17
Technology,UK,Midjourney,1231.0,14.0,1.0,70.09
Finance,India,Midjourney,4816.0,9.0,6.0,63.96
Finance,Brazil,ChatGPT,1387.0,5.0,4.0,53.5
Technology,UK,Jasper,406.0,11.0,2.0,54.88
Manufacturing,Australia,Midjourney,305.0,6.0,0.0,41.14
Technology,Japan,ChatGPT,130.0,12.0,2.0,55.15
Legal,Canada,TensorFlow,499.0,11.0,5.0,56.2
Technology,Brazil,Salesforce Einstein,442.0,13.0,0.0,55.91
Education,Australia,Tableau,610.0,11.0,5.0,58.28
Manufacturing,Brazil,TensorFlow,8534.0,10.0,4.0,56.1
Media,Canada,GitHub Copilot,1789.0,11.0,4.0,64.78
Education,Japan,Midjourney,1802.0,11.0,9.0,70.0
Manufacturing,Australia,Salesforce Einstein,1842.0,12.0,8.0,57.0
Manufacturing,Canada,Midjourney,185.0,14.0,0.0,56.15
Finance,Canada,TensorFlow,7355.0,8.0,5.0,60.35
Technology,India,Midjourney,189.0,13.0,2.0,61.37
Technology,,TensorFlow,396.0,15.0,1.0,56.78
,US,GitHub Copilot,1610.0,14.0,3.0,60.69
Healthcare,Canada,TensorFlow,2109.0,9.0,0.0,54.44
Technology,India,ChatGPT,1954.0,14.0,4.0,67.6
Legal,US,ChatGPT,8268.0,4.0,0.0,51.66
Education,Canada,Notion AI,589.0,12.0,0.0,50.38
Legal,US,TensorFlow,3056.0,9.0,7.0,55.84
Manufacturing,Germany,TensorFlow,8514.0,8.0,4.0,60.71
Education,,TensorFlow,25633.0,11.0,5.0,62.38
Finance,UK,TensorFlow,264.0,16.0,4.0,53.01
Healthcare,Germany,Salesforce Einstein,1548.0,17.0,2.0,57.0
Media,India,GitHub Copilot,15012.0,14.0,8.0,74.11
Legal,Brazil,TensorFlow,3219.0,14.0,4.0,57.88
Retail,Australia,Tableau,1574.0,15.0,8.0,61.7
Retail,Germany,TensorFlow,110.0,14.0,3.0,48.35
Healthcare,Australia,Notion AI,365.0,11.0,0.0,48.53
Retail,UK,Jasper,186.0,15.0,1.0,57.22
Legal,Japan,ChatGPT,677.0,10.0,7.0,52.65
Manufacturing,Australia,TensorFlow,2120.0,12.0,3.0,59.09
Retail,India,TensorFlow,1391.0,15.0,0.0,52.52
Technology,US,ChatGPT,2913.0,15.0,2.0,71.16
Finance,Australia,GitHub Copilot,1386.0,13.0,2.0,60.81
Legal,Australia,GitHub Copilot,452.0,9.0,1.0,45.86
Manufacturing,Australia,Jasper,3858.0,9.0,1.0,51.78
Retail,India,ChatGPT,609.0,13.0,2.0,57.53
Education,Australia,Jasper,314.0,9.0,3.0,53.64
Retail,Canada,Midjourney,1226.0,9.0,2.0,46.68
Education,Germany,Midjourney,5763.0,14.0,4.0,74.18
Manufacturing,Germany,Jasper,592.0,17.0,5.0,50.79
Technology,Canada,TensorFlow,1146.0,10.0,5.0,59.61
Retail,US,GitHub Copilot,1782.0,11.0,0.0,53.08
Media,Japan,TensorFlow,1065.0,11.0,1.0,50.73
Technology,Japan,TensorFlow,5416.0,18.0,,73.56
Healthcare,Brazil,TensorFlow,3710.0,19.0,4.0,69.03
Legal,Germany,Jasper,397.0,16.0,6.0,55.01
Education,Germany,GitHub Copilot,10258.0,8.0,3.0,60.43
Healthcare,Brazil,Salesforce Einstein,83.0,13.0,1.0,51.93
Legal,Germany,ChatGPT,2454.0,11.0,8.0,59.1
Manufacturing,Germany,TensorFlow,1733.0,11.0,4.0,54.86
Healthcare,US,Midjourney,4639.0,12.0,2.0,63.87
Retail,Brazil,ChatGPT,1051.0,15.0,5.0,59.32
Media,US,Salesforce Einstein,2102.0,10.0,5.0,61.82
Finance,UK,Tableau,4093.0,11.0,0.0,57.14
Healthcare,US,TensorFlow,1485.0,14.0,1.0,55.44
Legal,India,Salesforce Einstein,445.0,10.0,4.0,51.18
,Canada,ChatGPT,7239.0,13.0,11.0,64.79
Media,Germany,Notion AI,1086.0,15.0,5.0,61.4
Healthcare,Canada,Salesforce Einstein,862.0,9.0,1.0,45.76
Manufacturing,Australia,Salesforce Einstein,1781.0,,8.0,64.22
Media,US,Tableau,346.0,15.0,2.0,62.34
Education,UK,Midjourney,13799.0,13.0,0.0,61.09
Technology,Canada,Notion AI,1369.0,12.0,0.0,60.39
Retail,UK,Notion AI,764.0,10.0,0.0,48.43
Education,Japan,Salesforce Einstein,1767.0,15.0,0.0,57.15
Media,UK,TensorFlow,1611.0,7.0,0.0,56.34
Media,UK,GitHub Copilot,691.0,6.0,1.0,55.4
Legal,Brazil,Notion AI,522.0,15.0,5.0,59.32
Education,Canada,GitHub Copilot,762.0,23.0,6.0,70.61
Media,UK,Midjourney,3115.0,9.0,5.0,67.82
Retail,Germany,TensorFlow,239.0,13.0,1.0,50.52
Media,Brazil,Jasper,4901.0,10.0,0.0,57.91
Education,US,ChatGPT,10790.0,20.0,9.0,72.25
Retail,Japan,Jasper,353.0,13.0,2.0,47.02
Media,Brazil,Notion AI,5958.0,13.0,4.0,61.44
Legal,Brazil,Notion AI,264.0,11.0,5.0,51.42
Media,Japan,Tableau,3199.0,8.0,3.0,57.73
Retail,Germany,TensorFlow,276.0,10.0,3.0,48.33
Retail,Brazil,Midjourney,624.0,17.0,6.0,71.95
Legal,US,TensorFlow,475.0,14.0,2.0,47.57
Manufacturing,Germany,Jasper,2878.0,11.0,5.0,58.41
Education,UK,Jasper,315.0,20.0,0.0,50.35
Media,Brazil,TensorFlow,697.0,10.0,3.0,49.88
Manufacturing,India,GitHub Copilot,5090.0,8.0,9.0,58.52
Technology,US,Jasper,316.0,11.0,6.0,58.85
Healthcare,US,TensorFlow,1947.0,11.0,4.0,58.09
Technology,US,Midjourney,3961.0,16.0,3.0,72.13
Media,Australia,ChatGPT,2746.0,15.0,5.0,67.87
,Germany,Tableau,1457.0,9.0,3.0,52.47
Finance,Australia,Notion AI,1574.0,13.0,1.0,65.92
Finance,UK,TensorFlow,1369.0,12.0,4.0,53.44
Retail,Brazil,ChatGPT,2088.0,13.0,2.0,51.03
Legal,US,Tableau,576.0,11.0,1.0,36.94
Technology,Brazil,Tableau,1205.0,8.0,3.0,57.66
Legal,Australia,Midjourney,2554.0,17.0,3.0,62.0
Technology,UK,Tableau,373.0,15.0,0.0,45.73
Education,Japan,Tableau,544.0,18.0,2.0,50.79
Retail,Australia,GitHub Copilot,87.0,7.0,2.0,49.28
,India,Tableau,3456.0,17.0,3.0,61.9
Technology,Canada,Tableau,10423.0,,2.0,64.75
Legal,UK,GitHub Copilot,135.0,14.0,0.0,43.07
Manufacturing,Canada,Jasper,408.0,6.0,0.0,47.53
Manufacturing,India,ChatGPT,586.0,10.0,6.0,52.8
Education,Germany,Midjourney,1776.0,14.0,2.0,61.9
Legal,Australia,GitHub Copilot,1592.0,8.0,2.0,48.55
Education,Brazil,Salesforce Einstein,2218.0,15.0,7.0,64.93
Finance,Brazil,Midjourney,2661.0,16.0,5.0,71.07
Technology,US,Tableau,907.0,17.0,3.0,54.99
Finance,,TensorFlow,1538.0,12.0,8.0,64.68
Retail,Japan,Jasper,3002.0,13.0,2.0,59.49
Education,Brazil,Salesforce Einstein,4805.0,13.0,4.0,56.52
Healthcare,Brazil,Jasper,502.0,17.0,4.0,54.45
Education,US,Tableau,1655.0,18.0,5.0,58.43
Manufacturing,Brazil,Notion AI,834.0,12.0,4.0,54.17
Legal,India,Tableau,775.0,16.0,5.0,55.82
Healthcare,Germany,,821.0,10.0,0.0,44.36
Healthcare,Canada,Salesforce Einstein,829.0,14.0,4.0,64.2
Technology,US,Notion AI,3139.0,9.0,0.0,66.08
Education,Japan,Jasper,4027.0,9.0,1.0,56.3
Healthcare,Germany,Tableau,410.0,10.0,2.0,48.87
Finance,Germany,Tableau,6918.0,8.0,4.0,51.15
Media,Australia,Tableau,6329.0,9.0,7.0,60.19
Legal,US,Midjourney,744.0,10.0,2.0,46.89
Education,Brazil,Tableau,2208.0,8.0,2.0,44.33
Education,Japan,Notion AI,2063.0,15.0,0.0,50.9
Media,Japan,GitHub Copilot,2416.0,8.0,8.0,65.72
Finance,India,Salesforce Einstein,1505.0,14.0,6.0,64.25
Media,UK,Notion AI,581.0,14.0,8.0,66.89
Legal,Brazil,Jasper,336.0,10.0,2.0,40.96
Healthcare,Japan,Jasper,866.0,7.0,2.0,52.74
Retail,Brazil,Midjourney,2930.0,6.0,1.0,53.14
Retail,Canada,Tableau,5835.0,14.0,5.0,51.69
Legal,Brazil,ChatGPT,4181.0,18.0,5.0,62.29
Legal,Canada,Jasper,1790.0,12.0,5.0,54.07
Manufacturing,Brazil,ChatGPT,2905.0,10.0,6.0,62.17
Healthcare,Canada,TensorFlow,4179.0,8.0,2.0,53.83
Media,Japan,Notion AI,2109.0,17.0,0.0,68.18
Healthcare,US,GitHub Copilot,407.0,12.0,5.0,47.48
Education,Japan,Jasper,856.0,15.0,4.0,49.4
Finance,Canada,TensorFlow,4345.0,15.0,3.0,
Education,Brazil,TensorFlow,2044.0,10.0,1.0,53.8
Media,Brazil,GitHub Copilot,1358.0,10.0,0.0,58.6
Healthcare,India,,1939.0,11.0,3.0,63.58
Media,Japan,GitHub Copilot,2981.0,6.0,0.0,60.31
Technology,India,Notion AI,819.0,10.0,5.0,60.5
Technology,India,GitHub Copilot,346.0,13.0,1.0,55.65
Healthcare,Germany,Salesforce Einstein,939.0,12.0,3.0,55.11
Legal,Australia,Jasper,1245.0,14.0,1.0,55.6
Media,Brazil,Midjourney,1997.0,10.0,8.0,74.25
Healthcare,Canada,TensorFlow,1288.0,13.0,1.0,55.19
Manufacturing,Canada,TensorFlow,311.0,11.0,1.0,48.34
Healthcare,UK,Midjourney,2510.0,13.0,2.0,68.24
Education,Canada,Jasper,,11.0,4.0,61.66
Legal,Japan,Jasper,2073.0,17.0,6.0,66.28
Media,Brazil,GitHub Copilot,370.0,11.0,5.0,62.77
Healthcare,US,GitHub Copilot,7162.0,11.0,4.0,55.5
Healthcare,Japan,Notion AI,655.0,16.0,9.0,60.12
Technology,Canada,GitHub Copilot,1512.0,9.0,5.0,66.36
Manufacturing,UK,Tableau,644.0,10.0,1.0,49.55
Finance,Australia,TensorFlow,358.0,12.0,3.0,56.26
Education,Canada,TensorFlow,4385.0,15.0,4.0,66.34
Healthcare,Germany,Jasper,5416.0,11.0,2.0,53.82
Media,US,Midjourney,2028.0,11.0,0.0,63.01
Manufacturing,Canada,Tableau,1316.0,7.0,4.0,48.76
Retail,Germany,GitHub Copilot,1183.0,15.0,1.0,51.91
Manufacturing,Canada,Salesforce Einstein,709.0,11.0,5.0,55.55
Retail,Germany,Jasper,5822.0,11.0,0.0,57.69
Legal,Germany,ChatGPT,1615.0,9.0,6.0,57.35
Legal,UK,Midjourney,558.0,16.0,3.0,51.77
Legal,US,Salesforce Einstein,424.0,14.0,4.0,48.63
Retail,Australia,Tableau,3738.0,7.0,1.0,49.35
Education,US,Tableau,1633.0,10.0,6.0,51.33
Retail,Japan,TensorFlow,647.0,10.0,3.0,49.31
Retail,India,ChatGPT,379.0,18.0,5.0,57.81
Technology,Canada,ChatGPT,163.0,8.0,4.0,57.15
Education,US,Jasper,2255.0,7.0,5.0,60.62
Legal,US,ChatGPT,251.0,12.0,4.0,50.2
Education,Japan,Salesforce Einstein,2743.0,8.0,1.0,50.7
Media,Germany,Notion AI,950.0,16.0,0.0,62.52
Media,US,Notion AI,937.0,14.0,0.0,56.62
Education,Brazil,Midjourney,371.0,8.0,7.0,57.31
Media,Japan,Jasper,1738.0,11.0,0.0,51.2
,US,ChatGPT,1947.0,17.0,2.0,61.11
Manufacturing,Australia,Notion AI,5987.0,16.0,5.0,69.07
Technology,Canada,ChatGPT,5064.0,17.0,5.0,67.87
Legal,Japan,TensorFlow,3665.0,12.0,0.0,54.85
Retail,US,Notion AI,741.0,17.0,3.0,48.72
Retail,Japan,Tableau,1117.0,6.0,6.0,52.78
Retail,Canada,Tableau,3081.0,8.0,2.0,51.57
Education,Germany,Midjourney,,9.0,4.0,66.81
Media,Japan,Notion AI,421.0,9.0,2.0,43.08
Manufacturing,Brazil,ChatGPT,298.0,14.0,7.0,60.06
Media,Canada,Jasper,7037.0,11.0,3.0,67.2
Finance,UK,GitHub Copilot,4446.0,12.0,5.0,67.97
Legal,UK,ChatGPT,579.0,12.0,2.0,46.63
Retail,Japan,GitHub Copilot,1174.0,11.0,4.0,61.11
Finance,Germany,Salesforce Einstein,,16.0,7.0,59.83
Education,US,Midjourney,4860.0,13.0,1.0,51.38
Education,Brazil,Salesforce Einstein,301.0,14.0,5.0,57.41
,Japan,Tableau,1016.0,16.0,3.0,59.76
Manufacturing,US,ChatGPT,177.0,12.0,2.0,50.59
Manufacturing,India,Notion AI,4300.0,9.0,7.0,54.6
Legal,India,Notion AI,579.0,6.0,9.0,46.81
Education,Australia,Midjourney,5823.0,14.0,1.0,58.44
Technology,Canada,Midjourney,160.0,13.0,3.0,
Legal,Australia,Salesforce Einstein,713.0,8.0,5.0,49.79
Retail,Brazil,Midjourney,3654.0,15.0,3.0,62.36
Education,Japan,Notion AI,1137.0,12.0,5.0,59.5
Finance,Brazil,Midjourney,2439.0,13.0,0.0,56.96
Technology,Germany,Notion AI,520.0,16.0,5.0,59.71
Finance,Canada,Jasper,2933.0,6.0,6.0,56.52
Finance,Canada,GitHub Copilot,355.0,,3.0,61.65
Retail,US,,6240.0,,5.0,54.24
Education,Australia,TensorFlow,,16.0,4.0,56.66
Education,UK,Tableau,1632.0,8.0,4.0,46.45
Finance,Australia,ChatGPT,8435.0,12.0,6.0,76.22
Legal,UK,TensorFlow,750.0,7.0,2.0,53.68
Healthcare,UK,GitHub Copilot,,11.0,3.0,54.55
Education,Brazil,Jasper,47.0,15.0,1.0,47.63
Legal,Canada,Salesforce Einstein,256.0,14.0,2.0,46.08
Media,Australia,Jasper,714.0,7.0,3.0,57.83
Education,Germany,Tableau,1033.0,13.0,3.0,60.28
Manufacturing,UK,ChatGPT,227.0,12.0,2.0,42.98
Media,US,Salesforce Einstein,2002.0,12.0,4.0,
Media,Australia,GitHub Copilot,3184.0,11.0,6.0,65.85
Technology,Canada,Midjourney,5693.0,12.0,3.0,73.0
Finance,Australia,Tableau,2797.0,10.0,3.0,51.57
Legal,Canada,Notion AI,501.0,15.0,5.0,55.31
Finance,India,TensorFlow,1799.0,16.0,1.0,56.62
Legal,India,GitHub Copilot,7981.0,7.0,3.0,59.71
Legal,Brazil,Midjourney,1410.0,16.0,4.0,59.87
Finance,Brazil,Midjourney,1013.0,8.0,2.0,57.92
Manufacturing,UK,Tableau,99.0,14.0,10.0,60.53
Finance,India,,3072.0,16.0,3.0,68.07
Retail,UK,TensorFlow,1383.0,12.0,3.0,51.86
Manufacturing,,ChatGPT,1385.0,15.0,6.0,63.99
Manufacturing,UK,ChatGPT,367.0,13.0,6.0,60.58
Retail,Germany,Midjourney,658.0,10.0,0.0,55.26
Education,India,Midjourney,1467.0,17.0,7.0,62.08
Education,Japan,Jasper,378.0,10.0,2.0,52.87
Legal,Canada,GitHub Copilot,634.0,4.0,1.0,39.74
Healthcare,Brazil,Salesforce Einstein,564.0,17.0,2.0,58.02
Media,Canada,Salesforce Einstein,2723.0,7.0,0.0,53.32
Healthcare,US,ChatGPT,2543.0,7.0,6.0,60.75
Education,Japan,Tableau,1343.0,11.0,4.0,47.72
Healthcare,UK,Midjourney,157.0,8.0,0.0,45.37
Healthcare,Australia,Jasper,,18.0,6.0,69.74
Finance,Australia,ChatGPT,5785.0,8.0,1.0,54.32
Retail,,TensorFlow,3033.0,13.0,3.0,57.63
Legal,Japan,Tableau,2651.0,15.0,4.0,57.97
Healthcare,Australia,ChatGPT,3215.0,15.0,4.0,65.37
Healthcare,US,TensorFlow,312.0,11.0,2.0,49.42
Legal,Canada,Jasper,2472.0,10.0,1.0,52.74
Finance,Japan,Salesforce Einstein,2984.0,14.0,2.0,51.08
Education,UK,GitHub Copilot,4583.0,13.0,6.0,64.73
Healthcare,Japan,Midjourney,1044.0,9.0,3.0,58.78
Manufacturing,Australia,GitHub Copilot,308.0,12.0,7.0,49.69
Healthcare,UK,ChatGPT,3520.0,13.0,4.0,62.88
Technology,Canada,ChatGPT,1052.0,12.0,2.0,59.9
Manufacturing,Canada,ChatGPT,9249.0,14.0,2.0,54.74
Legal,Japan,Notion AI,388.0,11.0,3.0,41.49
Healthcare,India,TensorFlow,778.0,11.0,4.0,63.17
Education,Canada,Jasper,4378.0,9.0,2.0,57.05
Media,India,Midjourney,93.0,11.0,2.0,51.64
Manufacturing,Japan,TensorFlow,1214.0,18.0,6.0,59.33
Manufacturing,UK,Salesforce Einstein,660.0,11.0,3.0,52.55
Finance,UK,Jasper,1811.0,13.0,0.0,55.79
Manufacturing,Brazil,Jasper,272.0,9.0,5.0,48.15
Finance,Australia,ChatGPT,739.0,13.0,2.0,63.08
Manufacturing,Brazil,Notion AI,134.0,10.0,2.0,
Education,Brazil,GitHub Copilot,2012.0,16.0,0.0,63.51
Finance,India,Tableau,2450.0,7.0,1.0,46.63
Media,India,GitHub Copilot,6066.0,8.0,2.0,62.11
Media,Brazil,Jasper,1519.0,19.0,6.0,68.53
Media,US,Salesforce Einstein,3872.0,10.0,6.0,64.94
Manufacturing,Japan,Salesforce Einstein,207.0,13.0,0.0,44.34
Healthcare,Germany,TensorFlow,23628.0,9.0,4.0,58.59
Technology,UK,Notion AI,2006.0,12.0,2.0,56.97
Media,Canada,Jasper,565.0,7.0,5.0,54.44
Education,Japan,Jasper,4463.0,6.0,1.0,53.31
Education,Brazil,Midjourney,382.0,15.0,3.0,61.46
Education,Canada,Midjourney,622.0,9.0,6.0,58.95
Retail,Brazil,TensorFlow,1644.0,12.0,6.0,59.35
Retail,Australia,Tableau,3660.0,11.0,5.0,64.14
Healthcare,Brazil,GitHub Copilot,,13.0,6.0,58.35
Retail,Japan,ChatGPT,199.0,12.0,0.0,48.62
Technology,Australia,GitHub Copilot,1347.0,14.0,1.0,63.51
Finance,UK,Notion AI,6344.0,13.0,6.0,73.38
Legal,Canada,Tableau,1732.0,5.0,4.0,52.64
Legal,Japan,Midjourney,6620.0,12.0,2.0,61.87
Finance,Canada,TensorFlow,857.0,13.0,0.0,49.65
Education,Australia,Notion AI,174.0,7.0,7.0,45.95
Media,Brazil,ChatGPT,8301.0,19.0,4.0,70.23
Healthcare,US,Salesforce Einstein,214.0,18.0,6.0,61.78
Healthcare,Australia,Salesforce Einstein,485.0,,2.0,57.13
Media,India,Notion AI,1425.0,17.0,1.0,60.55
Finance,US,Salesforce Einstein,2764.0,11.0,6.0,54.78
Retail,Canada,ChatGPT,570.0,21.0,4.0,58.02
Media,Japan,Notion AI,1425.0,11.0,5.0,64.18
Legal,India,TensorFlow,1831.0,7.0,3.0,46.34
Manufacturing,Japan,GitHub Copilot,2025.0,8.0,0.0,43.9
Legal,US,GitHub Copilot,398.0,16.0,1.0,
Finance,Germany,Salesforce Einstein,6405.0,13.0,3.0,64.84
Retail,UK,ChatGPT,5383.0,9.0,4.0,58.37
Retail,Japan,Jasper,2885.0,13.0,5.0,61.15
Healthcare,Germany,Salesforce Einstein,365.0,13.0,0.0,43.9
Finance,India,Tableau,604.0,13.0,4.0,58.45
Healthcare,Australia,,1109.0,14.0,0.0,51.14
Legal,India,Salesforce Einstein,1196.0,13.0,1.0,45.84
Finance,UK,Salesforce Einstein,896.0,14.0,2.0,65.09
Technology,Brazil,Tableau,7985.0,15.0,7.0,69.58
Media,US,TensorFlow,688.0,14.0,6.0,60.64
Healthcare,Japan,Midjourney,1137.0,14.0,3.0,60.05
Retail,Australia,Tableau,557.0,5.0,1.0,39.23
Education,US,Salesforce Einstein,624.0,10.0,1.0,47.56
Manufacturing,Australia,Midjourney,483.0,6.0,1.0,44.7
Retail,UK,Notion AI,3769.0,10.0,1.0,46.44
Manufacturing,US,TensorFlow,1442.0,8.0,8.0,55.72
Technology,Australia,TensorFlow,630.0,16.0,5.0,65.55
Media,Brazil,Jasper,2330.0,10.0,0.0,51.89
Manufacturing,Germany,Jasper,690.0,,2.0,48.07
Finance,UK,Notion AI,843.0,14.0,5.0,66.61
Manufacturing,Germany,Notion AI,2178.0,11.0,1.0,45.38
Media,Germany,Midjourney,327.0,19.0,5.0,65.62
Retail,US,TensorFlow,772.0,11.0,1.0,46.65
Healthcare,US,ChatGPT,,7.0,1.0,56.12
